,intercept,min_temp_16,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 min_temp_18,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_7 avg_temp_16,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,35602.89130434812,-57344.18846768379,1868.501444906635,-10.582173532897722,-8080.830431516227,85456.5944391877,-119947.98885607673,67826.99643742638,-22761.777217214134,40871.06404834137,4234.164654538995,28157.535930311376,48866.46900015717,-13981.572909599834,51131.54010912967,64329.22657664852,-74845.57866510305,-77187.35288420261,-2543.513948264639,18595.98666877784,49749.353467139896,2979.544901597625,-29334.529551218347,25782.772952829604,-35701.32299803127,103550.93284935274,-56883.93975502332,-45664.031914464846,-5729.560655178691,-220.05637719673226,6703.479908162564,35731.38788463038,-33291.370980621556,-51789.69831571855,233370.70659619005,-117026.49667105975,-98330.84067146332,-15143.686942485887,-1812.9115298171512,-22878.100511738234,19758.38367962041,66157.52680186939,-44544.25992957105,-5361.786033092914,2257.5515011176703,13337.887753576342,-1636.6174124770123,-103307.55264808533,39471.06832934204,-92878.26712673994,936.3973365073786,-8206.166510457688,159155.49346191884,-2711.0873769270083,-23407.968297473497,308.0194005611076,-42857.25063901431,-34477.70831652091,-19315.37388540001,60104.22672425125,-40453.22683440803,-4840.481448263615,38708.21393939103,90668.06703569311,-45909.5909919593,-8796.859074551528,-39306.18909458727,-13649.922527426503,61309.36584790589,-34271.41784129038,27198.34061640391,1347.6661954968847,52070.18140994531,22816.75178373261,-68797.85632087759,5621.486404843288
