,intercept,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_21,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_8 min_temp_16,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 max_temp_3,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_7,min_temp_20 max_temp_17,min_temp_20 avg_temp_21,max_temp_6 max_temp_16,max_temp_8 max_temp_19,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6
0,40019.23913043499,835.976813366042,-34883.141105176306,28091.52832914766,3885.457302482934,49724.37971611724,-160040.0906356987,115670.5665961709,23724.200709653844,7118.583743098492,28641.79945446852,7417.837684637135,-5024.4243835727675,-3346.428846164761,12860.151682872105,-16307.781443555477,25742.075673276464,-16862.364462377514,18101.3771940279,-4342.445189957312,-83610.67998902967,-136712.11436008028,48907.6216571171,137554.72401372594,38909.768607838174,-14652.147620536049,-5865.788848105053,42574.54111642476,-1725.680841292497,-17770.093375998604,-22459.162064128817,-31023.81072191141,9041.892027803167,-12675.380819145481,-9890.106164451072,-10555.14612383814,9001.350545598876
