,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 min_temp_18,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 max_temp_6,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_6 avg_temp_18,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,Agricultural Land Mass^2
0,33465.93478260865,-57999.24767747227,61.818165944756785,-3051.92592692641,82981.0175678708,-82215.10670431513,53557.308358000904,-9064.52349112587,-65147.12519813965,76392.11578476321,-277.63664383890125,-38126.83097367814,26732.293578332377,83659.80973324968,-9904.76658727714,4813.908780477097,83977.26205394203,32545.208507078263,309.03961342495427,-13499.684282137492,-23028.578526190744,-36141.75725124965,-54214.98084919835,48192.593036525504,3414.729223551492,-42126.34058122798,41347.12980196487,139736.71808491764,-161652.8113386291,-6113.440292713281,34240.46972143576,-15867.980826450092,-15436.279929769049,5052.45859117623,1237.8796507137308,-85375.84805191956,193248.07964706462,-157870.26838046216,-124017.56160513406,14034.536906836798,-35558.378085156626,46580.212711256805,56824.13394766565,27002.01822185988,-38078.3344387429,-29060.406547224575,38919.98403299295,-35182.837443827506,-36636.11247564624,-15097.47077618207,-101323.48291879386,47068.596228104354,31988.161006367354,59281.36004313753,59.07249117262585,30529.583453865554,37757.31709944063,13129.944040025688,-3030.459741528599,15060.179850913773,-56067.7075948244,4314.471200807984,-29269.26169999312,27639.948949543636,15160.556696425701,-42012.04417042136,8406.642842457146,-682.5519096482276,-16279.59309996292,-1073.328989548158,-1632.0659296633119,2052.570333116982,-20266.134455689193,7285.075881543261,18556.78001302979,-2561.3536007861076,43910.73434975432,-1583.6665788801604,-1374.6974225662836,10651.711815863373,319.8997996179384
