,intercept,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 avg_temp_3,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_18,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_16 max_temp_3,min_temp_17 min_temp_18,min_temp_17 avg_temp_9,min_temp_19 avg_temp_7,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,max_temp_8 max_temp_19,avg_temp_6 avg_temp_18
0,39466.347826086945,-4160.6316674920745,17849.518653505624,-1959.2750716674202,2727.618645202885,1537.102302508864,8881.323617917828,7145.21341856707,-18327.787592795972,23187.09565502679,-4457.943711569184,6698.671356980076,-15946.846593358638,1653.4482062810557,-2291.989033252854,-2856.8984097755097,3861.4248929348432,4453.423097134698,-6229.467827487001,4274.428750526037
