,intercept,Agricultural Land Mass,precip_5^2,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 max_temp_17,min_temp_6 min_temp_18,min_temp_6 max_temp_16,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_19 avg_temp_7,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_8 max_temp_19
0,39362.02173913054,389.2072409388047,-4141.759482078284,23467.25902961482,-4493.090371381651,19765.057235242828,3513.0515067259,1471.0773348730465,2026.560676346253,-17883.33754902872,15692.13619546982,8016.432400128782,-3769.611943047872,-22895.353213275695,2142.3191265659702,9018.281287836066,-3653.3466836973435,223.77492668529914,3671.3481948734807,4380.121153402996,-5821.229528492506
