,intercept,precip_1 max_temp_13,precip_3 precip_10,precip_4 precip_20,precip_5 max_temp_22,precip_7 precip_19,precip_9 min_temp_10,precip_10 max_temp_13,precip_21 min_temp_13,precip_22 min_temp_2,precip_22 avg_temp_10,min_temp_0 min_temp_2,min_temp_3 max_temp_12,min_temp_3 avg_temp_8,min_temp_4 min_temp_6,min_temp_4 min_temp_16,min_temp_4 avg_temp_14,min_temp_5 min_temp_17,min_temp_5 max_temp_16,min_temp_5 avg_temp_16,min_temp_5 avg_temp_21,min_temp_6^2,min_temp_6 min_temp_18,min_temp_7 avg_temp_5,min_temp_8 max_temp_21,min_temp_9 min_temp_15,max_temp_3 avg_temp_8,max_temp_5 max_temp_15,max_temp_5 avg_temp_8,max_temp_7 avg_temp_19,max_temp_8 max_temp_19,max_temp_9 avg_temp_8,avg_temp_3 avg_temp_22,avg_temp_12 avg_temp_23
0,36006.391304347846,-1306.036408364235,9417.581612929023,848.9998156835029,-5796.423157087728,-1755.3391400476303,-3967.331852523487,-15027.36615256651,1812.0500787150313,-695.024905229249,-1651.594146550804,4203.892525835625,3171.64724762471,346.1369550385175,579.505620088174,9995.5107621824,1387.335448586751,9424.081005565553,8605.212872535778,1563.4656122949416,1922.960639151723,2923.492711242218,6208.875064124158,-1063.3022279930024,14333.912080842758,8348.73013437567,-6705.255473301551,-7199.917962101676,-752.1555466335121,-7386.269693271198,-2616.026963168024,-3813.081353240228,-596.928942716693,3548.889913131498
