,intercept,Agricultural Land Mass,precip_5^2,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_5 min_temp_17,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_7 max_temp_16,min_temp_8 min_temp_19,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_19 avg_temp_7,min_temp_20 max_temp_17,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_8 max_temp_19,max_temp_18 avg_temp_6
0,37023.58695652154,1423.8461094466784,-7331.717307358278,18591.897862236034,-90675.6863914334,80056.53040242507,24364.03950235092,2900.648266195785,-76.02017161777431,-9442.346963168164,15146.166961162804,-10874.146259009734,6469.115885910429,-9582.152380357233,-29545.49185996529,-108700.48295043306,30131.44999395492,9035.397541180584,67627.51050658975,17407.74890139755,-19325.391553294125,-1974.3683841319087,30064.641988419222,17343.914975320688,1742.0912367565768,-10231.177534516257,-17162.459029689096,11794.957423979273,3705.1385957864513,6367.54493931468,-11436.645481704947,5829.075737154448
