,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_7 avg_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_9 avg_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_17 avg_temp_16,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_6 avg_temp_18,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,33705.195652173534,-22770.462720396463,-12329.994211955036,11197.140895226034,-34110.682606894894,21089.520370509847,165467.40947365342,7722.181888724,-32777.23211354749,61292.6807541291,-56379.907449107384,-9785.41020710519,-69143.51345769674,-30785.64721799897,104619.76396710954,-32533.90821213077,100531.6776349589,-27082.025495077447,-67407.12662298855,-5574.6164619795245,-57588.38876659505,46315.37444212299,7817.042669687106,36485.539250924856,-39798.5887221803,19329.96334534109,43552.45500847166,-46911.768964511895,-41792.51665864376,32193.325754543093,-4795.548395261144,154385.40993913362,-209601.19661440374,-20889.488582646325,90291.75870440845,-33752.04553221015,-11234.041622443607,5093.130952069059,33535.258836914545,-55213.89160992316,17074.292574799863,-80340.14324565514,138710.71027889638,-93754.64497405947,-2860.2584690405383,-7535.985301745967,-9144.106664855468,43760.09793744453,-8870.204152292186,16890.593647753125,-41401.97661211302,17213.13392977888,-19169.93173066756,-21118.389609919846,-49539.31087408968,22553.1475211291,-123030.0855776694,-23657.011322217626,6951.3921978166945,60338.51076966475,-29060.51360964616,220084.01593936188,1372.3241055036622,-25556.77965475722,-12316.462495779166,-6453.018493925018,6054.947199366021,24112.261500963723,-68748.40724740432,13780.409148986826,-26619.063180176774,19009.934579977697,53202.57755016972,-40231.01361114905,20913.658317898764,26486.931605354912,-28368.77894673138,-2710.6771975489437,22577.851238113482,-32214.581111445208,-38298.07281821946,76165.76382415829,50536.524801895335,-18099.857109441153,-47512.39349679133,-20270.93476074975,28590.48624363342,15736.008657647952,-52254.51757974057,88562.08096889564,-69348.53772898829,13300.01591525827
