,intercept,min_temp_16,precip_5^2,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_19,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_17 avg_temp_16,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,38308.195652173614,-56647.64430955431,-6584.400604809667,1958.983300286679,172872.75829941154,-5803.987428292873,-34958.77244216317,65169.50791393607,-14456.059353147528,-10210.400625535322,-127951.91519617698,28026.424680452354,68111.82277445203,-43803.987754534784,184151.23456713432,-43010.43742157006,-84131.21326081171,-45766.98787348987,-1510.5135080209736,-0.5633280016537039,19405.248204057352,-6101.236446027172,16071.780150396024,33485.82691725642,-53282.26361350749,-13210.09351496294,24374.586830833945,178286.45044033387,-254709.05169917512,76.55526863632149,27559.708966734866,-44384.7420905743,520.2782913133287,10181.005380096267,-6580.784531995902,-18735.993201672267,-154571.0705414305,237800.26678522056,-89803.23129324,-32802.88190267025,-908.6413633276339,12017.410724826146,59509.415776291724,-27552.1703487398,-8867.802864175044,-9247.207440765214,-9981.949462982102,-75012.5299322155,-96068.39252656013,27790.382945892583,12732.360104467405,-25918.950012394755,170238.316638189,-4415.538455017373,-25770.463589083953,56000.991563333664,-28015.22456700435,-17642.45901178314,-29647.1244445505,-33468.96486643773,52079.674890507806,-13001.380943249058,-6763.261629435207,33024.464737261915,-12612.14974495478,21612.419493325116,-24965.232145895738,469.74550132230337,-822.569168461541,-14751.863060717227,37743.630194204394,66847.19224534999,-656.6317980507276,2636.9086994194245,-20542.34040673021,109.17986063843122,-18140.27277152216,121123.76988134868,-76675.18551164847,3605.61510276186
