,intercept,min_temp_16,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_17 avg_temp_16,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_6 avg_temp_18,avg_temp_7 avg_temp_16,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,36949.82608695695,-56724.80569676807,-9996.016018430517,-9337.884600514524,15076.407379107499,92106.41202314523,-9655.475966692558,-723.2510057516976,83859.56653446169,-92593.09119766699,-29911.854710838328,26149.457146990706,-2305.37283300873,37081.58929148562,-30.911161413060473,80093.87296923788,43755.44686151011,-32996.555211007086,-49073.751453146164,-25434.383657026214,60433.2104373955,-9458.774227861722,9838.324964896829,-4453.411528656563,18380.756111220115,-22971.238150248777,-33224.207354477796,170941.55443290836,-101452.60742873028,3294.727956568904,-58511.40422510441,-25797.16472018134,13021.4584473362,-2350.257509664743,-122.71119090661665,65992.84318511307,-157961.53819251797,12198.395882834167,8116.091758745119,-34008.63681911619,28439.83936159915,20791.30488151857,2569.8481356360544,-3575.711546585834,-14296.017597876113,1446.7168080211682,-33554.60915271045,-37679.46642537427,-9973.728461015318,-12058.327035138404,-36638.288069085014,-24498.653748624096,43100.12789000131,57202.771198995804,123950.37616203155,-1067.02914803594,-7948.550291152506,-28134.636228370517,4203.980212906745,10883.990229208715,-13428.607254106846,-12650.595614216189,-34780.29034967826,39954.26297242122,21169.860516720106,-11461.357987691728,-3021.455074817744,1588.6475228728384,4461.035534328506,-3405.729915559281,-7816.388929837018,2335.5260673091952,-36.194565268591845,-23560.418637212868,40419.44898219844,-5546.906967043821,-21049.669604924016,24061.855196081848,1047.5632202328152,10070.610016858684,-35190.33138961075,-5863.104802818774,1410.59707630012
