,intercept,min_temp_16,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 min_temp_18,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,34677.45652173956,-15593.495713358934,17958.470630065094,25514.34551087916,-44439.48663086014,113617.48775272377,3129.676362385224,-84207.53514987255,81843.7839312026,-4418.574404617832,3741.592950054467,-59499.440489855166,10587.23231987601,1095.882220290929,-4597.5996918216115,104064.6448082811,104863.22714961409,-38608.87885993816,-26141.144941943014,-56963.83758508076,-36604.82879404069,-338.7955863217036,22842.26612768329,-44706.82269265307,45160.07159641765,69085.18281965093,-43858.54661502046,-85016.73591970131,48900.888808307456,116739.88198224771,-132270.3749987132,-22293.3951125271,-6616.580240445209,5930.757742455721,-3365.195526184589,1981.4093381250414,-4141.7735996100555,-138621.94136102256,204828.66925514748,-85608.98354720432,-102098.87934383957,17972.5652590963,17544.78354411555,-13696.074736457635,21027.967523452633,1573.0461599291523,4621.932118684199,8727.602007024574,10408.612268379238,-48723.54486581522,-767.5911638961709,-46506.05390708157,-55.27141877845142,3663.2813336687345,-74148.5038517576,30863.57429953301,5206.42898521447,-55604.27062468769,149320.87562628664,-3231.263845886546,520.1005909771231,-50221.06834318225,8722.922832298498,51780.62725385244,-41071.60932501555,-1110.6212443732961,14772.7552783932,-53499.936756365474,4462.671819495292,13389.718102662073,-22346.42793619626,-5328.983472209809,4042.9475483610945,69104.14566628309,2698.349111754131,-37231.36717282278,25100.00027335735,15247.774190702283,-5942.036312149444,103965.63166111431,-74807.44005453518,5376.559475078566
