,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_17,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_18,min_temp_6 avg_temp_6,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 avg_temp_5,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_5,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_19 avg_temp_8,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_8 max_temp_19,max_temp_17 avg_temp_16,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_6 avg_temp_16,avg_temp_9 avg_temp_21,Agricultural Land Mass^2
0,34051.47826086978,-56032.10685057998,700.587400400496,-718.4923228466045,-635.315703325026,64412.638915601645,-29260.948849332482,-77617.17560512846,97123.94027259889,-27641.329671665775,9919.418032494083,12480.94531311544,146566.49021013404,107120.12333838617,-103485.86876549805,-1704.4723695014795,-15826.515629628648,-1791.5600339609991,-5249.430439833578,-3946.541805794779,88906.51029432158,-177138.49317050597,-2564.6188252640827,-25348.736270146004,8920.19482045453,3674.0811374844084,-127775.5795134615,192322.09584841697,-118621.74999355877,-5053.100445340783,14023.192497824155,18498.29003387765,9771.98869246459,-9704.680296354003,20920.117312222083,-29113.126610010306,-67211.44596239098,-54531.60795498217,-6352.723268771864,3345.800579617157,141896.2433977237,-58.74672357850546,-24630.871265848367,-51940.006257222885,36402.29850640333,-16739.694534743183,12883.666583582582,9865.534480774058,2827.23184029848,0.04825505429590007,24819.637012746538,5149.169460316683,9351.574211162217,23607.655512118978,3487.7553586438225
