,intercept,min_temp_4 min_temp_16,min_temp_8 min_temp_19,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,max_temp_4 avg_temp_16
0,40260.86956521743,17630.60521701754,7898.330688063044,11544.52105405403,6979.223104801062,-10466.344074925068
