,intercept,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_5 min_temp_16,min_temp_5 max_temp_17,min_temp_6 max_temp_18,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 min_temp_18,min_temp_16 max_temp_3,min_temp_16 avg_temp_4,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_21 max_temp_15,max_temp_8 max_temp_19,max_temp_18 avg_temp_6,avg_temp_16 avg_temp_18
0,37471.45652173909,-5331.887864388906,11392.549802723437,1871.4633515183748,14514.78072933337,9021.143745015794,-20859.79727600331,2698.610401042874,11306.304468639695,-1653.396505864887,7450.959638943311,-5436.143670376067,2395.1713842862814,-18725.940278243135,6957.9905852913025,1879.4676815625314,-485.4640808529722,427.1919854264089,-9653.990842939995,941.1735429538325,18603.189645880007
