,intercept,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 min_temp_16,min_temp_5 max_temp_17,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_20 max_temp_17,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_8 max_temp_19
0,39913.04347826094,-4687.323831489196,18810.656912079856,-1995.0627397745704,10228.71885701358,14816.969854795594,1971.3431381894818,8121.893825699815,-89.96292110456791,-14729.942186336068,9626.594047853223,5677.096684797839,-8553.550498442994,-19605.51316823117,7015.280554489187,4796.4568553803165,-228.27495123229218,-1012.8314531653982,1454.5253757888042,736.1632609959221,202.04694640294028,-3957.5525501495954
