,intercept,Agricultural Land Mass,precip_5^2,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_21,min_temp_5 min_temp_17,min_temp_6 avg_temp_6,min_temp_7 max_temp_16,min_temp_8 max_temp_19,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 max_temp_3,min_temp_16 max_temp_5,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_7,min_temp_20 max_temp_17,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_8 avg_temp_19,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6
0,36557.021739130294,1196.7152431231048,-5212.8569886746245,25528.479259629363,-68167.48297160612,50911.36346354657,683.8767602765753,37329.57384095224,-105.44359041986822,-4918.756480332752,3769.828926362248,7680.263902024505,-3870.9602836162617,6267.3732518234765,-11786.102957844943,-10054.712250234936,-86495.0468523466,-24345.636476196865,4080.6347305786585,53526.92671491682,31546.04607172701,-27152.02760358761,-5037.275841629709,22626.393077133747,26860.522784531324,1165.5577827293491,-1772.8379586808928,-13819.92497807245,-7683.108429992612,12259.920143200026,14505.404858440159,-13277.111925324401,-5683.505899300005,11944.47964415423
