,intercept,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_5 min_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_18,min_temp_6 max_temp_16,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_9 min_temp_21,min_temp_9 avg_temp_19,min_temp_16 max_temp_3,min_temp_17 min_temp_18,min_temp_18 max_temp_2,min_temp_19 avg_temp_7,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,max_temp_8 max_temp_19
0,36966.95652173908,-5218.360167133717,10708.523403485173,13821.356789954443,3481.4358548973264,4477.1150974603,7669.4350767834785,-12537.609171585254,7757.227198961063,5293.418502046421,109.85855355339012,-12613.243009198275,428.01093412239845,-982.2253484314193,-3608.364567960425,439.50029074842115,7317.128955512557,-4333.002288491965
