,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_18,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_7 min_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_5,min_temp_16 avg_temp_7,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_6 max_temp_16,max_temp_7 avg_temp_18,max_temp_16 avg_temp_6,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_17,avg_temp_9 avg_temp_21,Agricultural Land Mass^2
0,37021.13043478322,-30495.03088806568,528.4657013852133,1564.284430673197,-2941.98418781942,92195.3889313746,-183102.16195825266,116045.87290083822,968.0156193645691,27049.02988760798,21942.96630582324,48.63544925296576,135974.82734735965,52136.31822661923,-23625.996684109472,-1395.3643963712805,4267.657227987204,-49903.457574345644,-6882.210286265805,72176.98295334745,-147638.6846815893,-168.9996469887499,-29416.373727724786,5901.767246661788,2147.320221488054,-8550.695036151557,-68178.58531006679,86608.69941083319,-117308.70217751441,-7677.373493258308,-5735.621438755381,21946.088712490684,86845.44748581745,-3087.7601622310094,-12451.161892991453,-88355.79232849731,-24622.84489882307,-29570.48080129412,45424.44783981116,81836.68922995178,-3458.3011817389497,-11472.724178468858,9494.489413631813,-15787.887316958946,-53183.776389592116,-34439.786795700646,91947.2917035779,-14319.272308142657,-36685.56733139527,4500.636949171369,87.30031659613066,3577.8846001604657,24209.23770017739,13860.2102288239,69.08905947699455,4737.050773797059
