,intercept,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_17 max_temp_7,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_20 max_temp_17,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_8 max_temp_19,avg_temp_16 avg_temp_18
0,39316.8695652175,-4439.708621976736,12940.207517515191,-3313.538641606394,17488.200622963057,4575.518916513138,607.7270665054783,8509.714285009459,-13963.645814790074,15219.356165997042,4928.559042882602,-5228.288308862935,-17420.015612510186,-5467.508541000848,3632.0268352700455,8214.120659112928,-4891.874111741127,2043.825991151463,6045.418150579282,-5342.288169759197,3590.492584233088
