,intercept,min_temp_16,Agricultural Land Mass,precip_5 max_temp_18,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_17,min_temp_6 min_temp_19,min_temp_6 max_temp_19,min_temp_7 max_temp_16,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_16 min_temp_17,min_temp_16 min_temp_18,min_temp_16 max_temp_3,min_temp_16 max_temp_5,min_temp_16 max_temp_20,min_temp_16 Agricultural Land Mass,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,max_temp_4 avg_temp_16,max_temp_7 max_temp_16,max_temp_8 avg_temp_19,max_temp_18 avg_temp_6,Agricultural Land Mass^2
0,32570.130434782295,-5881.422286867546,1752.509440761569,-3586.518804908958,-9614.417369126695,-27339.099531597014,61137.39080860228,17666.35095445234,4302.503297182718,5672.89110206977,-2859.4453828805767,-633.0002476360863,-4735.779469483975,4083.56445519629,16365.870587380687,-19209.06662473666,10236.679924659704,698.5632355166761,13387.273902912819,182994.04397847378,229.05850240728,-92690.97413150447,-18112.93654868238,28727.96204905391,-84608.88370122154,-34894.331802844856,-28048.506070707142,-6503.9059210658315,-3052.661892743922,9573.329101698617,-5211.262435009008,-9546.480241811525,-50512.8506911173,52945.816961010365,-7679.687127295257,7465.138176260962,7209.691280864262,-12505.422715319999,17750.40808739429,1406.2389264553774
