,intercept,precip_5^2,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_19,min_temp_6 max_temp_18,min_temp_7 max_temp_16,min_temp_8 min_temp_19,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_20 max_temp_17,min_temp_21 avg_temp_3,max_temp_8 max_temp_19
0,37546.97826086955,-1402.9333862355174,-4271.089124806595,28154.66166949411,-13124.30406166904,7103.200057760073,1321.80302050187,17043.005663244596,409.5819315771591,6106.668521794631,-15945.630956870518,9266.353382227926,2196.1992386680677,4724.808053658323,-10749.833376034177,-12796.776729920264,8256.01308108789,2144.3467511917192,-667.1665696558465,-4753.829963616665,5782.433021572683,-4513.379125078703
