,intercept,min_temp_4 min_temp_16,min_temp_6 min_temp_16,min_temp_6 max_temp_16,min_temp_8 min_temp_19,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,max_temp_4 avg_temp_16
0,37283.21739130433,14368.230842973266,6542.700358781239,3928.6740039218143,3487.2675468800467,9344.175565820147,2171.54362102426,-11486.145731874205
