,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_7 avg_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_9 avg_temp_19,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_6 avg_temp_18,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,37036.67391304198,-73961.76664027935,3792.3209842042475,-42302.81163121958,64036.27621980629,-30291.592920648105,117471.75429571256,208820.20597360138,-393767.6643485342,133788.99635661562,-151274.9342153459,56504.552060780064,119743.22297545146,-96844.33368476499,109484.36311126561,2708.8505666361016,29546.460073970084,-87474.95955042278,-216934.9777424779,8899.260076360286,79171.1158472482,61009.27007154618,74497.68810183291,-6255.413129902001,47116.33574046934,28495.43037058237,-169615.72458554793,47028.5645843902,105058.94122141463,-88672.8020133615,20192.687665832033,274405.58666826406,83145.82478480498,-15186.621987050363,-41896.120462736726,-188855.11164584884,-65423.83076716495,9619.512683721743,-39694.413671808186,68240.09751060938,87975.83196672882,-166972.3012473461,78147.07825206537,38079.64271870858,-119324.6466387944,97693.78375185026,224507.0097587831,84983.29979274399,-33062.92351157737,-123546.86205142923,104839.53585097712,-105550.66131607888,-135509.0838574843,-26265.502569364755,135011.6090105736,-3798.3854411636858,72411.31725278376,-121160.16617976694,39840.76925011819,99150.40410778993,-6935.316798479118,-64931.439633104565,43095.417123738844,-111441.54274652925,-103545.01090145495,123438.30168673402,-115631.06401476171,-101705.60216333193,-41877.87808591194,3688.0010555505287,840.2332121809886,12803.051971876295,-12460.01372367612,115093.74861985502,-140469.61499371592,66822.27803100809,-20295.107340297465,4569.348937080062,2511.88752445062,89394.48192917337,-70150.50464364112,-30865.19780375385,-19227.898920451924,15386.490909879525,124344.37675383873,-38011.96116009728,187156.00070761552,-148683.41979550803,-244.4460282480868
