,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_9 avg_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 min_temp_18,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_18,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18
0,34793.6521739132,-1483.3383841800908,181.91775515402225,-33227.964762490315,113705.12983802112,-86607.90168136827,154034.93553140986,22705.53336489508,-241339.20769117842,120677.71168643035,-20816.10081182722,66399.41391835018,40981.03228609834,-46029.091807639394,80095.75174888404,-12380.855227608186,46318.12577444299,-61602.694605624405,-165858.35535402512,26013.267405008555,50695.60317274467,-16771.464566596223,-686.8899979784055,2699.8319197337014,53612.64021826264,1209.8309546210276,11810.597409935386,-38761.385738013814,12144.38216205096,11785.314867527572,115503.3902145519,-72113.57292007154,-25375.285216647335,-10627.743393925884,7181.608496749801,-13131.048546345588,16247.959370331408,-53297.861825366854,-32466.93062096643,76523.46643577593,-113874.17645063835,72293.77768094507,-7701.3857123935495,-139343.05861805542,178046.36804241803,-32452.8431032037,-7086.722887963056,86158.83765939841,229852.2147318927,-176026.00256566398,-115445.21441287092,-53408.56366945751,13168.956808952822,7035.028746772426,-72834.43990883436,6697.868869513409,52897.30244723726,-110262.3250050337,52138.52623288072,89390.74218834916,119830.39807591795,-2592.7889452737454,-97094.83848472087,13002.049965034097,-86752.86176880049,11575.271736595572,-96419.19182425969,30799.101346521795,71235.62112428318,7172.364939189892,-10367.269782408015,42743.738036729774,-62918.15535945598,114402.02557889382,761.5385978911564,29923.299897189798,-31066.630894583363,-89174.55756189776,53032.99153044899,24973.06875554177,-76644.64658035342,41655.95733260015,45141.81975270993,-11390.743578623835,-71181.29003584667,-10330.936798137573
