,intercept,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 max_temp_17,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_19 avg_temp_7,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_18 avg_temp_6,avg_temp_16 avg_temp_18
0,41170.28260869562,-3539.3955690522425,31609.90204893807,-10161.554083766841,16691.092860347624,5367.508393364576,-21237.632393326923,13510.87509812373,4022.1418187633453,1526.500270444444,-1520.774411516596,-21270.985862412293,2996.146352160555,539.785774522332,-1773.481567185581,-3301.5220188518047,-2096.209779081619,4211.471162340449,3408.447369030961,4386.441874390795,-6589.74441050681,3807.2420410909444,6912.141570787122
