,intercept,min_temp_16,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_9 avg_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 min_temp_18,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_6 avg_temp_18,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,Agricultural Land Mass^2
0,37173.804347825535,-64723.3098176331,4161.173462081416,9074.128581115296,-13440.113309269525,115784.62665247647,-33768.7335787153,-80684.83687277006,96350.36059910883,531.3303620696041,-22566.390617470028,380.61974110809786,14009.710335764452,-4065.8232723106485,85774.32949122104,22090.390619311354,-41788.680315890735,-27937.24512553087,7786.670023597408,-5485.341429856716,-15234.110264199084,11431.713297171882,-33203.57650269021,12339.371887341955,52468.488426619784,-39960.38773460313,10612.320378253982,-6928.916468187321,192489.02784488178,-203799.88676652857,-26356.06669261855,90688.48884616437,-48484.72734416698,1082.4312321047391,8658.61585130553,-6471.8099073605645,-4979.622163100821,-841.4368106344502,-131358.02595346532,215420.15591297083,-76058.3539786311,-116649.54762253523,-4983.811664337091,-34775.95846014537,71810.19911569159,47795.63479717396,9508.663352046993,-31054.171657269522,-64866.7042613745,793.7866104494162,17532.54860910035,23870.056816665485,-29847.687443651655,-68694.53285205393,57824.06965320909,-133810.2821038796,21970.76880331981,36233.03920787598,38623.098363036675,-3222.942093454421,10664.120671477835,97499.67960284902,-11585.934242100773,-42880.47017979707,-85807.18620740723,17127.588309746712,85263.84953203429,-31953.231409077005,-12134.786405524133,7723.109815127033,-7781.274724229203,-11968.821707177318,5740.1183198783365,-15712.551535421007,12563.888703959752,-7557.895543708834,37526.38074053314,-2862.487444115437,18956.745387831124,-2149.6977050871765,28464.019907816757,5831.03531834168
