,intercept,min_temp_16,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_18,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,36485.63043478257,-106557.67793658488,2079.563836545198,11563.476002943844,-18045.07508875162,273528.4578042785,-7378.266053182031,4873.497643794162,111279.28185021644,-149983.61535891128,-162883.76179444807,-17145.341072185176,84781.61226550034,-19199.641885343306,167049.21799063715,60672.88211597608,-153267.86707642046,-34087.04270415455,-3599.544297470377,7370.76815840392,-1040.8617899398848,51149.28459861543,14419.175775846721,14430.549670556424,10096.125151414484,-82366.81434980573,7788.7089301749265,-5252.455801458683,112358.41783444515,-111448.39649667415,-8277.3245634349,-55663.21933987969,-75689.36899189088,8195.05734146416,8172.409588418234,-9678.567254989219,-3614.1036668216166,134346.57301446266,-158368.74157306622,83671.76590400415,5365.986618474951,501.0167693209832,57981.36709543187,43238.06766519137,-13578.726362621952,-110372.07544901643,5758.903894911744,6693.505028558882,-1980.5678119568638,-218683.51110086913,31335.43696932999,27531.087626900025,-112931.96273207336,-10745.584302286625,62472.294709208494,131438.3524596607,134457.32315382373,-8885.72041411318,-35939.96732736967,5329.863173644517,-780.55777890657,2339.6829248295853,-65129.50461874309,-70776.35683746998,131324.70724735103,-13233.953554331847,27996.485314103626,15691.090373971732,5714.312779072437,8451.516986074206,29447.235148570988,-11876.961183050375,15031.538862893616,-23697.74064774094,47496.28349618858,59478.90985370777,-15484.446132010937,-41524.07076869299,-2738.352702879859,1277.560279288248,-901.8374962380971,-51683.31299698363,-1212.636037249437,4611.3719026485
