,intercept,Agricultural Land Mass,precip_5^2,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 max_temp_17,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_7 max_temp_16,min_temp_8 avg_temp_9,min_temp_16 max_temp_3,min_temp_16 avg_temp_4,min_temp_17 max_temp_6,min_temp_17 max_temp_9,min_temp_18 min_temp_19,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,max_temp_4 avg_temp_16,max_temp_8 max_temp_19,max_temp_18 avg_temp_6
0,35199.565217391406,496.8222952671872,-4465.9158822936215,5461.6884553435375,-2843.225879218297,11515.995561359769,1899.054713969481,-9154.435168177086,-17847.68951726523,11439.398475228276,-16332.476371118462,5911.784531653184,-6511.631598730808,6231.999851167777,13724.077110409084,-4306.12347800053,11081.096687693933,15350.129943294516,-8285.431443173095,11344.815818824589
