,intercept,precip_5^2,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_16 max_temp_4,min_temp_18 min_temp_19,min_temp_20 max_temp_17,min_temp_21 avg_temp_3,max_temp_7 max_temp_16,max_temp_8 max_temp_19,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_17
0,35306.304347826124,-2359.7351005511314,3812.8463376427876,-12100.205573611558,1079.0556704322507,12558.246595841754,3066.8661295614324,-6460.33922903644,2933.4046734160506,-17137.502802149465,4613.562225107731,6881.317959897158,3939.4047683025133,11417.057047573773,8604.702723469194,-148.38399187961792,1646.101646174875,-1139.196074716808,-6279.664492827935,3510.766836374831,7330.312840707253
