,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_6 avg_temp_18,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18
0,38352.73913043491,-11814.584260036227,-3902.6147925133278,3229.8117090931923,-5282.427483195896,94220.24091138311,-423.4856120794626,-87028.95508891913,112744.53364724418,-26175.5153412097,-22092.607734477897,-18969.372488271572,62000.54955085833,-7478.087355564496,153829.97412701944,-25328.295829796283,-21881.70329437602,-41650.2542191182,-18787.35851991409,-22803.99616631495,6155.917617244322,-3411.928644807137,-28254.949158354768,14952.952101483133,199.75353472322948,7483.522080815639,-32439.960091244317,28270.696538496362,72659.88883265624,-167863.6934734354,-4650.080961270109,10273.101537720422,-19380.849376101905,-24880.4606943535,9540.321045069568,20996.097742988426,-407.0834192629797,112028.24317961252,-172511.43789131916,15223.008027529537,-11163.852356022948,58254.99268057827,57848.082950649674,39124.64697312306,-47844.16288839791,-70050.76790264639,52263.63082784021,-59240.59009855695,20516.548402026452,-71366.67610521535,21826.22642874262,11129.02630589931,-113275.76507244431,60376.09571697796,-2640.2882640587277,53259.068156782734,-4102.848317687702,-6492.249208034751,49850.42194906035,43735.12053834833,-36490.08611573905,-3440.825211920123,-77013.7619616961,49678.29246828692,-43543.714186227626,30449.128242272753,24838.8258652121,5791.984188399527,-33324.02405649934,-1419.4372300883472,5532.505901236338,13713.123193717453,14709.971278507865,8676.210303599182,22021.837782904036,-26490.743297322308,26148.148971443927,-8796.374876018754,-17324.98458922121,34673.669965641384,4.047304877074724
