,intercept,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 max_temp_18,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_16 max_temp_3,min_temp_18 max_temp_2,min_temp_19 avg_temp_7,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,max_temp_8 max_temp_19
0,36833.02173913043,-1486.025844649814,-2072.9563775495094,9826.536137874793,8618.854887332494,7177.999233161272,4543.7500660801215,7002.913195537931,-7903.41232213843,14359.01408148453,789.583919300998,4793.687019873391,-14050.483753827571,-848.1068122148157,-6059.230934998375,4189.931333567624,22.637662446397293,-2837.812107061927
