,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_17,min_temp_7 min_temp_16,min_temp_8 min_temp_16,min_temp_8 max_temp_19,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_16^2,min_temp_16 max_temp_3,min_temp_16 max_temp_5,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 Agricultural Land Mass,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_7,min_temp_20 avg_temp_16,max_temp_4 avg_temp_16,max_temp_7 max_temp_16,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_8 avg_temp_19
0,40839.673913043574,-59569.14716906885,2731.5547340779995,-29580.373116178427,21201.35496549967,90034.8417254166,-196622.46087919356,119673.50440133132,-17845.563102095322,68501.23081983368,52752.1717687073,-7662.936019990234,71905.53175668133,-11945.48154332153,-30101.643357366727,10633.83567048458,-59574.21901962672,-159023.39009198127,-12553.964920962027,50486.257587657106,159453.90542183482,-26588.361190275158,-21060.229203199888,-19419.186599375313,36063.03391456954,41766.02452003278,-4077.9531415289207,-16889.271514121298,-10486.465226865503,-27596.9282806068,28251.944287360453,3452.3963830918465,-12122.612367216272,12924.227321361392,-34356.15779918031
