,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_6 avg_temp_18,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,34219.521739129,-43085.97858050311,-4414.631118678036,4013.2020464678035,24715.427616411933,-30597.59278264874,84373.43423500183,-8422.561824320135,-109954.42655641757,95621.7981968748,-40210.20878311606,25872.13371531954,52705.8759784822,-98968.98081031116,95897.73496651057,-32753.830624444552,45268.48509599144,122285.916799433,-66464.10968488784,-46728.53307962728,-20466.08249091065,-10715.570265636674,1921.0707799366694,1292.2748364828847,34871.585961477256,3687.9816069450053,-29709.971691532788,-2119.457509286878,35945.05483555767,-30520.12138095552,25048.183369538354,-50562.478995001795,5530.804897507729,-74891.75895390846,99298.68134166775,19841.373997662035,1004.573798599098,-7858.241052270752,-106421.85337423775,157269.95904355988,-123464.65887157054,62794.351653860125,-7833.512066843249,-15131.271708996597,23148.874993529236,22461.76821489681,-13240.392866397213,-55550.23645898802,45411.520304792204,-2619.8076641201856,-36004.09757340652,-45672.754994084025,102664.4284296143,-78874.83602086124,-582.0956516560826,-70861.90574665918,58024.14213822483,-4607.998719644073,-42004.09236552957,28610.98729773072,-13551.538354578113,-17489.698257568536,-91252.01428470745,60255.55558631714,50603.92147262542,-46037.065965629095,-2768.6730888882357,26122.13679918873,-2093.9302754339874,12046.04773031472,25284.49472712656,-18308.523886502084,19034.71386999117,-4621.74241639412,-12302.450780189327,59786.44704891721,38674.008096266065,-65478.25515694325,-32964.348568580026,30908.033244511484,-2512.541576237613,26867.883143601433,-27029.536258189197,6516.6268870864715,-3164.342510853828,4689.2891309804745
