,intercept,min_temp_4 min_temp_16,min_temp_6 min_temp_16,min_temp_6 max_temp_16,min_temp_8 min_temp_19,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,max_temp_4 avg_temp_16
0,37493.478260869575,15555.374140241409,380.583333091213,11126.365549171407,3229.62079161073,9733.116046952346,1814.4552493161584,-13286.54722472257
