,intercept,min_temp_4 min_temp_16,min_temp_6 min_temp_16,min_temp_6 max_temp_16,min_temp_8 min_temp_19,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,max_temp_4 avg_temp_16
0,41082.78260869573,18779.233605937927,372.64250742547574,3900.8490850262783,7529.3940291045155,10069.848503842768,6902.653388362609,-14052.654926132998
