,intercept,Agricultural Land Mass,precip_5 max_temp_6,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 max_temp_17,min_temp_6 max_temp_18,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_16 max_temp_3,min_temp_16 max_temp_20,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,max_temp_4 avg_temp_16,max_temp_7 max_temp_16,max_temp_8 max_temp_19,max_temp_18 avg_temp_6,avg_temp_16 avg_temp_18
0,39130.8478260871,1742.3339191468365,-4167.92733898774,19758.73188413259,-10620.084344355027,19271.08031851692,2793.895426242775,1188.670306754573,-18782.655793051486,9356.19780418499,3633.6670917628467,1157.7091006194648,-15879.5681573552,1805.3331384315288,4529.345348014184,152.18487701698336,-2475.751817684493,8457.364126707462,8875.144810838374,1180.8798548004215,-8661.964816845208,6851.045379677888,641.7118495932524
