,intercept,min_temp_16,precip_5^2,precip_5 max_temp_6,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_7 avg_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 min_temp_18,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_19,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,34638.13043478297,-48090.00945146485,-9836.349924379085,7906.144038252376,159931.5962937504,-28306.425746700123,-72615.00246450011,99964.46925183394,-52062.487775239475,-34698.04354144735,-112310.99911012317,140256.295386214,-22150.71693108519,54520.88198100159,8359.082678764005,-54945.54449515149,-20.350726414446115,-58091.37771571438,20105.074428512995,10703.583793242467,31376.18226367813,12841.776996208844,-42107.97849488293,70453.61069576498,-63998.64261812802,562.8967296415458,50908.47855805032,-60810.36060867324,20126.328728973425,-29315.743963353747,-1513.6443031442316,21923.712734225104,7087.468570588765,23916.86204356295,-34968.639840725074,-15401.732342483974,199820.8603314392,-58372.30634011127,-118426.82233937751,30613.410421701694,1379.4921639693584,-19203.2813466719,26405.711689518816,32184.19832090722,6901.385872607579,-80788.92950159215,18163.802234920546,23260.486286672218,-73077.62228142658,3327.0199636838106,-159024.4528233282,42528.246450901126,-6628.278777871914,18825.79871130354,142214.20038423786,-2921.821555768952,-33618.41288160056,500.69424657764995,-38025.5130307898,-47072.57952234887,-37611.4512022941,90996.28427565798,-42779.37416365852,3767.1822240702268,31249.468045085745,60952.810778593644,2478.9686145268406,-39940.455408502065,10201.824781573363,15092.706133832773,68834.86016918022,-36922.72760001735,-35419.52764823444,18420.600410212613,-596.3015654361762,-4307.848930549057,-12089.364113032636,1650.9476344150955
