,intercept,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 max_temp_17,min_temp_6 max_temp_16,min_temp_7 max_temp_16,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 avg_temp_4,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_6,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,max_temp_8 max_temp_19,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_17
0,39107.97826086958,-4625.647413621097,252.55269326312032,-14169.916168638934,12809.834924849627,-2363.597712542633,-11481.376725452103,11687.61287995246,8941.149847377734,-12121.714171443007,-4703.5813071058665,17970.90298376917,934.563823950311,7293.701730319123,4287.241649570001,-4461.554871552966,4504.442501180236,-11638.01865519074,11639.574824655778,10288.32515093954
