,intercept,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_18,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_9 max_temp_12,min_temp_16 max_temp_3,min_temp_17 avg_temp_9,min_temp_18 max_temp_2,min_temp_19 avg_temp_7,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,max_temp_8 max_temp_19,avg_temp_16 avg_temp_18
0,34630.99999999991,-3486.8279656424306,11494.768483521262,7309.686583297465,3725.8069061130213,5940.372974922809,8703.200106231143,1290.724809951354,2943.430703528399,-11186.612155871228,4506.912199540665,-13682.93348719166,-372.83664375113625,-1101.4635621879152,-3962.6020558099312,1969.4553626425356,3714.7521135294032,-3703.0891757336985,12467.124424313994
