,intercept,precip_5^2,min_temp_4 max_temp_21,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 max_temp_19,min_temp_7 max_temp_16,min_temp_8 min_temp_19,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_18,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,max_temp_8 max_temp_19,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_17
0,37943.13043478275,-2955.153403235377,-6806.4718631952055,1187.4114525089647,13766.102393559122,-969.5676719837312,-15660.048213564876,3111.684651182119,10378.638024240505,-2382.7982962204724,-12399.226317716842,17371.015481566483,7104.508225879809,1543.2200896635375,3725.1978974242843,403.87565470939325,-2054.7467058718134,4502.261242941143,-5630.116307177386,7703.517657729717,5685.921058253355
