,intercept,min_temp_16,precip_5^2,precip_5 max_temp_6,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_6 avg_temp_18,avg_temp_7 avg_temp_16,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,36908.02173913122,-95874.2477839107,-45731.86664048627,41088.49800899921,143720.5982816493,-46907.391665504154,-87495.22236308159,93556.91877153618,-9225.013484452216,-18740.34270018972,7981.444523942805,101878.99705881027,-2292.4127587795642,-256.59698974682334,79413.77559651458,54626.90157456972,-42231.48583544058,-32622.301476307675,-78378.82422324893,15477.063613823833,494.26308227890553,12569.943234309494,5363.504085678331,29116.393313299595,-4851.332297988979,-24838.772247213918,14338.676911022072,129980.08095062725,-133803.45717652809,-4770.468705862294,10045.8543339425,-14762.506930858344,-25294.971547169956,18926.597149898273,-13885.973956169975,-139407.80439518017,206907.80105997733,-119107.36707990525,-45808.44468953035,-46790.63175722313,-8438.472712425082,54351.165913474724,81849.03273238681,-43811.078567384655,-23006.55068541012,283.09433449889826,-8700.604154278622,-22131.566391275373,12356.296870284637,-128680.24406161858,-46452.49122445498,-18238.11253042146,29548.079341713423,48262.7297173496,190652.08186071782,2496.831051656119,-35793.21887648492,-6547.208241242994,-18149.420639992542,876.6400200706581,-39786.44025006314,14442.644057820014,18384.97264442029,11760.451705181378,-14505.694835333781,49058.089559090375,-25615.87541138761,12010.843397688797,-7517.544553126553,-12059.84173996749,2904.3753500427183,-16072.724547732752,40368.90656802461,633.2037040743869,13999.416383230446,6275.476160381791,-9266.399742361293,5055.169173887336,-860.2212344408616,-38245.34801939268,7225.778187884459
