,intercept,precip_5^2,precip_5 max_temp_8,min_temp_4 max_temp_21,min_temp_5 max_temp_17,min_temp_6 max_temp_19,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 avg_temp_4,min_temp_17 max_temp_7,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,max_temp_8 max_temp_19,max_temp_18 avg_temp_6,avg_temp_6 avg_temp_18
0,37252.17391304346,-397.2856692175031,-107.19076481740083,-7648.174506521188,15675.294748658129,-9613.745487519333,10511.295184362425,-12045.84785375056,5057.056133606561,5560.491487885844,-7003.2910856969675,-10111.056263799455,24744.295615905256,-3546.258498438725,7678.1607425437305,6165.985451465685,1501.2406371346372,-1358.8444622444,4758.208197676286,-3361.212621924665,19.23601088346344,4541.279347038468
