,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_7 avg_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_9 avg_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 min_temp_18,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_6 avg_temp_18,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,33189.73913043504,-46960.24137257635,-6936.397609356957,16007.3818766306,50076.22390135623,-68105.55487135633,97938.1151603622,-6416.779322465394,-179220.26771664352,104591.81298770005,-23263.847158565815,74396.78429206395,-4993.465135970563,-10668.061708035619,68523.39263278969,-38352.061998250705,2028.171218110802,-8162.497966849757,-88005.16947568156,61111.889907516714,-46384.90179672231,-21816.42081262834,-8975.350012772074,4645.349950065109,79407.67202587251,-37141.47857196579,16286.304801730783,-47595.270668570614,40288.58564148597,-2815.7555068366237,-9363.73242504464,146246.10029221154,-133414.79304278793,21014.427881926298,65665.22270601652,-70166.1565894659,16145.855351169475,6730.412099801231,-27979.353473056355,-33921.81525117712,52762.95259218225,-14626.35532353385,189346.40239450536,-89427.74719669292,-109234.85803719304,-2530.4921966427128,-67337.23070763191,76826.6940252672,38609.96941354966,93506.67485960448,-116446.90682550041,-61008.03577188726,9465.37637874143,-17333.156530197226,77656.62627475624,-40906.47993128165,-62101.765539415755,-40587.947838546366,-95541.65988265733,4334.894808184499,26248.21078649643,39487.40105271422,115851.12562550213,-3553.8309110467317,-41200.536519358764,81309.21158283282,-63199.41545789407,312.75486948428966,-64678.34919234865,-26440.23642960206,89714.908267751,-33144.30831128595,-26050.741533974717,77124.57758562146,-32860.85906106103,-9652.00358011558,96098.4977316816,-55661.67761089426,-18822.59821713026,11038.307578602962,1102.9981596470864,-30437.960901584505,16677.614315691862,22445.462675918,-10413.735555080508,-5766.4345780509,-9362.902748059707,2534.135142053933,45350.77439964602,-23354.450483823406,30847.30426066759,-4013.9685195896436,8600.410386400543
