,intercept,min_temp_16,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_9 avg_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 min_temp_18,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_17 avg_temp_16,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,33351.0652173919,-65154.80255290413,22626.863737520896,74964.53329338746,-99958.4559552323,141210.44936536695,19417.808396129858,-89082.10710492254,65827.57885825222,-2424.587297244364,-81623.04895277496,39516.62594688915,984.33668078287,-9979.518072506282,102767.69142262846,50182.01745230854,-57311.67297310186,-5649.9741838375485,-20535.62408837738,-32672.134228394574,27655.82160183464,-16202.704592277574,9458.960223016877,-4858.572854878219,13059.287883665032,149931.98371667843,-190308.19597374529,-24581.966607970164,56294.24338249884,-40206.73253411367,5136.293875689184,2427.745820676301,54070.8839396832,-69629.94790954152,-346.29662842430054,-142566.4249713848,251934.19909350472,-147079.27712815223,-81305.92801371837,-13621.25151528286,-7170.203291653287,40754.13870974118,49764.05351571332,-12987.371424075962,-30892.0443076253,23865.663391178896,214.35533719697943,479.2749653343597,-16461.45564760176,-79144.66964062318,-546.6246847813728,-58703.6528030821,-11553.387528825233,21851.600142921907,-12564.781771548387,115364.70383689401,-2220.300337593342,1186.2357952039263,41700.397545987995,-28417.677313100812,-67825.09220776653,-1103.8165360223652,77515.96385480951,-50492.69041892775,9968.155381631028,17679.515487593868,-45364.60730734894,529.0707331861471,60515.91884285061,-20517.856973941485,1410.3159869208687,-16085.53502050616,-13333.061172383093,84816.7434687204,27986.077642050528,-12742.586182054214,5415.801436212531,-31817.890672806538,16184.721485990001,-3266.8149250901724,85919.87756214866,-71255.89061410756,2572.188245519918
