,intercept,Agricultural Land Mass,precip_5^2,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_6 min_temp_8,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_7 max_temp_16,min_temp_8 max_temp_19,min_temp_9 max_temp_12,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_7,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,max_temp_8 max_temp_19,max_temp_18 avg_temp_6
0,35093.91304347827,598.2930014394209,1038.2572119777535,-5459.977051947026,11843.964887237402,4133.529858501393,14237.863652704038,3085.374716332372,7161.133946713634,497.94156507354217,-7320.363913279896,8134.095232869877,2360.1181116126436,3083.0020733228216,-14198.63396374734,2379.5463083821032,-1770.1714992837217,-8160.336864913162,5830.737547315239,3286.199735841992,-5275.326752958685,2932.9093167233373
