,intercept,Agricultural Land Mass,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 avg_temp_3,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_18,min_temp_6 max_temp_16,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_9 max_temp_12,min_temp_16 max_temp_3,min_temp_17 avg_temp_9,min_temp_18 max_temp_2,min_temp_19 avg_temp_7,min_temp_20 avg_temp_21,min_temp_21 avg_temp_3,max_temp_7 avg_temp_18,max_temp_8 max_temp_19
0,35781.5434782609,2359.5337855692424,-2246.5277258963206,11024.893682978323,-2034.0032279030074,14557.983778796819,9596.443144191786,4738.619586967538,3668.4573803612557,1802.3376337296434,4479.082096118941,-1812.4581643228196,7058.846061244378,-13365.98505231305,-2775.3145316763757,-2460.3541929800463,-7235.921268657619,4078.7297805673325,2420.3979263546153,-540.1934369529401,-2371.002124929318
