,intercept,min_temp_4 min_temp_16,min_temp_6 min_temp_16,min_temp_6 max_temp_16,min_temp_8 min_temp_19,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,max_temp_4 avg_temp_16
0,39636.3695652174,19101.028642146524,416.7166803751204,784.4974388675729,7446.061661479596,10545.87200634112,6281.135486401959,-12181.319954376526
