,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 min_temp_18,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_6 avg_temp_18,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,36711.97826086963,-40428.605477661404,96.1667382937546,30846.81951375066,101609.61509403559,-136626.78905170702,87691.15011736545,-10301.833574486025,-77016.49869415317,73369.68644923555,-13361.144828362862,-379.5809345750327,-15205.583220653187,-3126.0662008841555,47333.12761093474,-14069.611632404572,121349.03732674185,56134.3870782736,-96009.9417969238,-4329.795227320959,-45494.04270072822,-14491.479264037665,6575.560505631527,47546.2193872629,5.689637011337315,3761.502746111678,-29633.042784023408,-21073.40743563161,5857.10601302664,95677.63128477724,-154278.77988096347,1355.5979730309534,7858.209525285765,23027.199181231557,5872.135704062367,7218.755741869015,-31391.285136636587,-115879.71646392469,351267.10568963486,-165205.55340060493,-89163.21752616878,19380.613732477414,-25203.354181701263,-1810.954879958052,29175.965274749793,57033.20345299105,-10464.83885788265,-65980.80650632574,44876.87864890805,-31620.933783863013,-52597.84619763604,-6058.101068811715,-87052.67092795098,-1896.9061936502465,5431.423917623561,20063.27093141568,153845.22515255542,-2077.364486539707,-20585.41538903475,23172.685918891333,-45355.467635131856,-558.0199043045214,-59151.037762061744,43407.44411457345,-24854.42704084429,-362.9741664456165,57967.18675885751,-45288.060421358045,9720.15483203601,25408.45353423995,-7635.417952192807,33768.79208195023,-5955.80994507726,-23181.360442039364,12953.158685405751,37047.528767921256,-49730.007419178546,16643.004086717792,0.16250612005814724,22245.593016568724,-22162.031281055788,-2934.14258807128,-1619.8823001590958,1424.403433605327
