,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_7 avg_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_9 avg_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_6 avg_temp_18,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,38603.673913041675,-179737.42320934572,2385.130279934747,-5306.516079491543,-30102.196026861166,33419.34505419807,37945.78481069352,-36339.60553989798,-100737.40775969131,101217.55169025598,-40534.30252752798,49804.216774979155,25276.15143438981,-74100.66221703214,85963.277145773,4710.266585267309,40488.526936342205,80218.83985813176,-10852.743612629924,-14633.950409426223,-31957.01080269746,9192.366080889671,-41797.17104168725,33462.85727681275,11786.046746508884,7299.304284552289,4430.681408444265,-59181.467906259306,898.1729118038129,174.63950811255927,-28685.76251180271,204671.69485182778,-69355.77177352128,-82217.48847851373,37168.77063554831,22807.604698040806,28023.032570270938,3866.089042606178,-14028.557187498205,-53911.608738923365,48510.216345014815,-89239.1241002847,277369.1299051025,-149059.89328858294,70153.17281967544,70195.04823251753,-12128.103608307352,51513.37045739073,152691.47361211525,57905.43541492913,5218.22553574304,-17359.88554344946,-27253.270726152325,2688.8876573612615,-57286.92077067913,-141109.45097240305,182624.60579217956,-131898.8888401607,-74256.36382527655,-96573.22287339016,60231.48221691252,-28205.11543293101,-964.5633757677688,-28216.373017086313,72198.22493148042,78332.76590944456,-72947.2781566681,72828.25981815516,-120995.91400550553,-5223.320985545322,-28378.350577605026,23374.668855565607,-3176.206216640492,44972.93101460338,-41320.61482895451,84388.10550857076,-25175.918391058956,-34546.23120832372,13730.27226826249,18029.172321572634,20145.641147838123,-65735.64558313762,109820.31927527221,-19139.182475383765,-51660.376032876055,-31601.69588310692,6510.490830697883,14573.407257974415,-37808.99178029334,-55379.89015735307,-45685.512908379664,5494.739003207476
