,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 min_temp_18,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_18,avg_temp_7 avg_temp_16,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18
0,38932.173913045015,-39529.82187339116,989.2719749483516,-63742.788500748386,89514.51249983221,-30247.913894961443,123024.9711812046,-31456.81403101201,-245879.70660367273,135399.24367183945,52270.14358687793,66976.50243640982,61537.41876969179,64055.90688447399,-19925.23924622586,49456.709579550756,-26336.038638010305,-222192.4949878066,70029.43930279274,-1130.1757024111846,-6186.479277966758,-9147.640309009576,-9571.381900613604,115884.85472012642,-7427.4464403823085,6028.842477137775,-72117.51978677472,1826.2568863853894,32360.751416118932,55952.49412715335,-29769.423714519755,-26828.140304562858,-19656.718492236403,-28554.31985414723,19135.202792273514,19278.85399451643,-38589.90600310531,-143312.6040358418,118209.61236058321,45536.200031685774,-153312.78006765412,171232.16375371232,-63155.2758943319,-23679.701343564222,83971.8732937098,153408.85962046208,-89218.93737753895,-70952.77997571196,-42931.83136965218,-29601.758590631238,10001.076391028144,-52054.22207549471,-27113.68165168244,30328.17496062857,90113.06167051062,-32299.391993762994,64946.80755117256,164446.62179782864,1362.9781320302354,-156838.2370459532,10552.343607077968,-83823.31138911625,-2686.626452602222,-88023.24384511268,61657.05071376945,29059.785230523088,23625.69911318578,-31754.529670169723,31427.194985908467,-32052.61176176408,-15520.967003067155,56443.74955685336,-6971.366472327768,25195.076025828548,-31011.9899699385,-17826.53224197248,24581.96307036156,55329.4267561145,-29493.80947097681,-38531.67992176431,18343.275088779046,9383.406459019487,5669.259526651504,-40297.14890536695
