,intercept,min_temp_16,precip_5^2,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_17 avg_temp_16,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,36235.76086956626,-47009.89277307881,15339.239664230323,-20082.786184020584,107186.31886481018,3799.6887082945545,-60576.686622554334,87562.86308885268,-23016.34082632781,-38752.360075510696,-41085.781095678925,45764.695552096855,119927.06872785075,38396.20584685853,-73545.78617870816,-45876.018062469564,-9210.761736973585,6138.979963135815,-417.83758116818586,18167.073422306312,19795.703468324326,6963.8794347181165,3560.2302583215414,-56599.729414931935,18086.854328740887,-25417.48464964638,137209.82290762573,-176186.79382684242,22075.3634736459,-39110.44690166436,2207.206449975207,-5753.444476533325,8325.547251888785,-8282.531276244661,-110378.64874370002,260218.0682635989,-113871.08948776877,-10282.46097830292,-10601.163744504407,23237.831723628573,3316.2636582244636,-600.4472867445176,-37948.205120148006,-222.92116727709887,46835.29024677347,-25138.012071925164,-115967.24055243684,22831.005660328912,-88419.83228496238,241.47682393059887,17349.38323850165,-9938.043676918749,180069.43952125023,-2305.900092790281,-25305.243784056718,36124.2457480736,-60342.78356460013,-10825.684227687194,-87535.23583075774,31207.43200174472,79010.70580025778,-30971.320534085768,-302.0995996100741,48403.27954410957,-42660.76579338464,94498.82641052794,-51156.3607318585,14817.55001718888,-5739.212987441457,-40723.7498684012,25669.52081795159,11633.544779735994,93418.05285135351,-26760.963359143076,-35653.166282303275,-22253.458039967994,45302.44116394369,-20945.033050994785,34843.06088241314,-72267.8454787295,3659.4458064311702
