,intercept,min_temp_4 min_temp_16,min_temp_6 max_temp_16,min_temp_8 min_temp_19,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,max_temp_4 avg_temp_16
0,36347.76086956531,16964.575077345013,10005.599874629823,1941.2945601689223,10414.420860293421,956.7109154859734,-13459.061752244528
