,intercept,precip_5^2,min_temp_4 max_temp_21,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 max_temp_18,min_temp_7 max_temp_16,min_temp_8 min_temp_19,min_temp_8 avg_temp_5,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_17 max_temp_7,min_temp_18 min_temp_19,min_temp_20 avg_temp_21,max_temp_4 avg_temp_16,max_temp_8 max_temp_19,max_temp_18 avg_temp_6
0,37491.956521739245,-2923.202390841956,-8528.770423075197,3349.9653258212265,16702.555055581346,4945.525325238466,-20188.32169025558,556.725786838156,2473.3950314460635,1932.7784062734202,6646.914894184779,-1636.7701331436797,8108.805907096653,-1842.359407101771,10208.720168816833,-145.9774530638774,5954.585013132745,-836.8486943451917,2559.342742725601,-6109.438417735036,5329.542213890676
