,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_7 avg_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_6 avg_temp_18,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,38470.69565217381,-74731.13551602872,-20289.35044433706,-66465.60341780927,9456.83739291158,51822.29721743398,207553.82716655577,-78418.73492655509,-262518.2059169193,120410.9326458016,44640.564337393625,81647.63766455874,94771.9550915761,31210.90760417148,12254.656457752066,-2053.0555261715904,85137.89007786658,-111682.02988831273,-183411.2329113677,64239.16263565328,66941.60803991514,44394.421481815894,-47115.5686693598,85529.29109785937,37.33667855784833,-20190.500748409213,-81541.37649514871,-17999.610100483278,63611.49361077013,-93424.69082548268,51951.08638436084,328335.39071534475,-75264.79138546926,-105861.92744875177,4128.675418867459,-141941.64794973386,-37808.987373703734,12978.120811077391,150220.24304484867,-158076.0873798063,-140665.78700446896,77914.3622990465,-147830.0900205845,183092.99361581221,-45574.12987956445,-36349.64895000487,113841.66777051214,155294.875578697,-160927.25444436568,-52229.4925674983,-109864.78759669732,83540.93368087291,-48991.195566126225,-92952.44467134576,-19915.793900671397,189476.17729584762,17631.574598631578,-28255.547864318003,-44123.69598608305,179605.75218365947,30539.796450585065,-372.39718436388017,-107286.46961898702,25400.53579201324,-57686.278905515144,41206.30917842051,-29057.815724908774,-28725.765368304033,20872.528991881893,-26274.065809129974,13068.164870210987,46736.16028632617,24042.00849178565,-38910.41933776771,66573.39341312535,-56171.4984529358,9834.467659593745,-48095.81014235727,7506.773488926064,25312.509299938327,120596.01464934747,-117702.24511527638,-30871.377556714542,20387.997063768533,8871.220496848451,60093.46638652969,-2886.803665369881,-3802.6687921975317,-124498.63596390623,19700.73686639429
