,intercept,Agricultural Land Mass,min_temp_4 min_temp_16,min_temp_8 min_temp_19,min_temp_16 max_temp_4,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,max_temp_4 avg_temp_16
0,41116.39130434785,224.28591009742524,21129.26204700869,7151.613951164373,-724.5426694771307,11822.498805586007,5638.629083929506,-12132.186662089593
