,intercept,precip_5^2,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 max_temp_18,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 max_temp_20,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_8 max_temp_19
0,37851.00000000008,-32.58470990653167,-5003.030909152815,5069.312342663967,-781.8235273510063,15584.706953337007,4582.100643403074,7672.112467370495,8137.856451695703,223.1569061618196,1239.626397554509,-23346.501061852196,1135.1951312237197,1806.0998118551217,6791.778720022126,-5258.590270206967,-19353.98545680311,3512.519440901404,11784.25774839776,2311.9991901228927,4321.945610565783,16314.351959860494,-4911.367830311167
