,intercept,Agricultural Land Mass,min_temp_4 min_temp_16,min_temp_8 min_temp_19,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,max_temp_4 avg_temp_16
0,38834.804347826124,765.1751034091186,21563.866327647844,6976.321708468788,10742.414143862015,8193.271554092684,-13001.88207209757
