,intercept,min_temp_4 min_temp_16,min_temp_6 min_temp_16,min_temp_8 min_temp_19,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,max_temp_4 avg_temp_16
0,39804.91304347827,23434.791434582243,913.6415414469933,7448.3848547596235,11188.700136611373,4087.690145408537,-15148.115560299815
