,intercept,Agricultural Land Mass,precip_5^2,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_7 max_temp_16,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 max_temp_18,min_temp_16 avg_temp_4,min_temp_17 max_temp_6,min_temp_17 max_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_20 max_temp_17,min_temp_21 avg_temp_3,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_18 avg_temp_6,avg_temp_16 avg_temp_18
0,36425.82608695659,160.83745989532636,-4015.8584958217507,-14061.446991146955,17273.05083082137,17459.060816331796,1202.0628144379089,6479.448088559023,6168.661974721682,-1953.983980788593,-21640.33045861124,7133.0219280840965,-6611.680343415599,7864.464096190675,-3638.3455684906157,-40771.968232403364,5029.46838886112,14799.100032334845,-3822.5716744488764,6875.361635989495,6307.734464923271,908.1359361624952,-2141.387802830381,10275.41151352673,2014.6060802464015,-6296.153576086153,522.0296200972541,21994.39620649402
