,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_7 avg_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 min_temp_18,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_6 avg_temp_18,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,38131.19565217427,-104820.28362498415,-1202.8231990527424,12679.723258715494,14703.782742706662,-27817.341668948993,115834.6162762488,-26730.121956492323,-165585.47898033986,108457.53766465763,15578.287272099573,-4309.227912421776,6928.919266020686,-34080.02225408642,92769.91594239946,-53411.58196068655,224719.2612243863,64878.28664895378,-7318.144667387323,-6813.515517529973,-59998.5447846822,-54523.49253456244,-39695.32806237521,-16133.510825451951,99401.11770844887,-27043.120630991012,-50679.88272751289,-40275.88382810934,-38790.27712267307,50588.04413144679,-5872.564637908548,72740.87442275134,-117001.08978458126,-44347.35612623549,-6209.577788432085,-53091.42295782508,-33947.65093435729,8007.345996883727,41691.4348329264,-26516.52566394719,-52554.98413171692,113605.23054371313,63632.87965529426,-126719.63523616706,-5851.373052517989,-62916.039794431024,48772.11210005062,45104.041208503084,33313.30374029702,45580.314853723605,-39090.129904255664,53757.24202333412,-70047.75085575506,47318.59804787935,40375.040513935586,-77757.97590258469,79462.08143090869,-79400.15735310008,4283.232829633243,-48274.112556420645,-29981.789450520195,92643.87842717879,-4847.179223486579,-96482.57623589289,45778.5454472952,39039.45220737671,-78057.16926156513,-4748.23154321708,-56996.411535770145,38497.549764713076,-30267.79962173775,-9283.117879615966,-33590.30828134963,31679.95097658289,12439.773917274091,20937.476206712803,-21814.04572935638,31472.639562253768,11921.800165708913,-982.7015024579268,51087.453988305526,47203.71522756391,-6187.128924501461,15066.188065451079,-1542.1315959410022,-15504.976990846993,-20561.673523485104,-26556.236812837837,108709.56385767036,23006.444278279396,3741.3172795588434
