,intercept,min_temp_16,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 avg_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_7 avg_temp_16,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,36171.50000000044,-101885.1338346198,-3881.8584280181008,11.019207366244506,2980.0389916629797,116599.69218548466,-22566.357060088914,-130336.1717289948,127371.23309962044,2455.1137695889174,1551.8096958699948,-6528.955705019138,19059.197459829116,-10379.219989605694,78200.55877009491,56325.29216183901,-70905.5048936789,-27446.457739582052,-32956.52711964773,9313.7893365389,11425.071680800556,37501.220141475984,-5879.3588548344815,52.89479284129046,-17995.928151900825,-2683.1274237877296,7084.5132471496845,201714.28939883885,-151989.63021567365,-14643.704966478923,35580.51965105812,-86825.18008085263,-9839.503572318303,8863.10612980575,-12131.243226054801,-75518.71512452693,194186.05377859232,-135967.0204099119,-3918.433889867257,-46196.09638393683,17063.35518895326,66855.89658226828,36704.92554677837,-27952.707972931927,-87322.43312171713,-1438.853856308076,-33220.137702680586,43520.64061639737,-65531.58039925441,-50668.69682899304,-24222.23813967255,-25418.961521877885,10335.945454256453,68857.86011417038,91534.63355660661,-3379.774806762344,-10301.683839686679,2327.114145555954,29115.47996597325,1555.5835964046234,-86364.79441759475,13799.087834699907,78129.50101320131,-11351.380361407962,-35876.47230977109,55472.880382914846,-39605.53833850405,-3233.69099116736,-17020.37521270928,-18944.306027849332,-8937.316816747798,14285.252915305035,35330.1538352025,23037.724890605627,8616.798798495358,-55241.707910994395,8490.05355307015,2035.3728505334311,41113.23374970769,16.568348389991517,3161.085178114999
