,intercept,precip_5^2,min_temp_4 max_temp_21,min_temp_5 min_temp_17,min_temp_6 max_temp_19,min_temp_7 max_temp_16,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 avg_temp_4,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_7,min_temp_20 max_temp_17,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_8 max_temp_19,max_temp_17 avg_temp_5,avg_temp_6 avg_temp_18
0,37394.39130434776,-286.08545982698234,-7091.605996000471,9449.281930764473,-7947.7316058382685,-14734.390622034693,5220.649069964811,11549.351067130134,8468.50014313176,-8092.293384542281,-13890.274957212518,4192.280813693651,16795.167056982304,3260.2616653611863,6336.779203669978,1758.0801766292761,8752.066705559058,-1306.478564973639,-1046.3234554083008,5630.590861293962,3299.7161036468574,-8709.095886428131,7359.318977050101,2015.6733404804463
