,intercept,min_temp_4 min_temp_16,min_temp_6 max_temp_16,min_temp_8 min_temp_19,min_temp_16 max_temp_4,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,max_temp_4 avg_temp_16
0,39234.021739130454,23521.478905291355,2531.2417677774197,9990.882254059052,-9706.088371317439,9711.508516818314,6334.1971599349135,-9539.495490405043
