,intercept,min_temp_4 min_temp_16,min_temp_6 min_temp_16,min_temp_6 avg_temp_16,min_temp_8 min_temp_19,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,max_temp_4 avg_temp_16
0,36999.58695652174,19337.879121653026,1459.2301873551548,3905.849420729676,3939.902910279364,9960.238001715605,2396.5974218278407,-11704.015859518688
